Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
286,,466242.302,4311870.904,2457.831,,-105.38960236,38.95514274,2443.838,Global,0.011,0.013,0.022,0.016,2.134,m,FIX,2024-04-24 18:49:15.8 UTC-06:00,2024-04-24 18:49:18.8 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.515,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
287,,466242.102,4311870.913,2457.755,,-105.38960467,38.95514281,2443.761,Global,0.013,0.010,0.019,0.017,2.134,m,FIX,2024-04-24 18:49:34.2 UTC-06:00,2024-04-24 18:49:37.2 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.488,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
288,,466241.888,4311870.922,2457.729,,-105.38960714,38.95514289,2443.735,Global,0.011,0.011,0.012,0.015,2.134,m,FIX,2024-04-24 18:49:53.2 UTC-06:00,2024-04-24 18:49:56.2 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.463,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
289,,466241.685,4311870.939,2457.676,,-105.38960949,38.95514303,2443.682,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:50:08.0 UTC-06:00,2024-04-24 18:50:11.0 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.442,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
290,,466241.481,4311870.971,2457.614,,-105.38961184,38.95514331,2443.620,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:50:28.4 UTC-06:00,2024-04-24 18:50:31.4 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.397,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
291,,466241.274,4311871.007,2457.599,,-105.38961423,38.95514363,2443.605,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:50:45.0 UTC-06:00,2024-04-24 18:50:48.0 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.353,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
292,,466241.114,4311871.002,2457.592,,-105.38961608,38.95514358,2443.598,Global,0.011,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:51:01.6 UTC-06:00,2024-04-24 18:51:04.6 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.350,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
293,,466240.904,4311871.006,2457.544,,-105.38961850,38.95514360,2443.550,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 18:51:19.8 UTC-06:00,2024-04-24 18:51:22.8 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.337,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
294,,466240.707,4311871.014,2457.460,,-105.38962077,38.95514367,2443.466,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:51:36.0 UTC-06:00,2024-04-24 18:51:39.0 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.325,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
295,,466240.492,4311871.053,2456.975,,-105.38962326,38.95514401,2442.981,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:52:03.6 UTC-06:00,2024-04-24 18:52:06.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.305,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
296,,466240.339,4311871.045,2456.987,,-105.38962502,38.95514393,2442.993,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:52:25.4 UTC-06:00,2024-04-24 18:52:28.4 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.307,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
297,,466240.148,4311871.039,2456.822,,-105.38962722,38.95514388,2442.828,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 18:52:44.0 UTC-06:00,2024-04-24 18:52:47.0 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.317,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
298,,466239.948,4311871.040,2456.741,,-105.38962954,38.95514387,2442.747,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:53:13.0 UTC-06:00,2024-04-24 18:53:16.0 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.305,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
299,,466239.730,4311871.031,2456.722,,-105.38963205,38.95514378,2442.728,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:53:34.0 UTC-06:00,2024-04-24 18:53:37.0 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.302,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
300,,466239.545,4311871.040,2456.690,,-105.38963419,38.95514386,2442.696,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:53:51.0 UTC-06:00,2024-04-24 18:53:54.0 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.281,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
301,,466239.344,4311871.031,2456.673,,-105.38963651,38.95514377,2442.679,Global,0.011,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:54:06.2 UTC-06:00,2024-04-24 18:54:09.2 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.285,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
302,,466239.128,4311871.066,2456.678,,-105.38963900,38.95514407,2442.684,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:54:21.0 UTC-06:00,2024-04-24 18:54:24.0 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.237,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
303,,466238.930,4311871.008,2456.669,,-105.38964128,38.95514355,2442.675,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:54:38.2 UTC-06:00,2024-04-24 18:54:41.2 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.293,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
304,,466238.740,4311871.015,2456.696,,-105.38964348,38.95514360,2442.702,Global,0.012,0.012,0.014,0.017,2.134,m,FIX,2024-04-24 18:54:51.6 UTC-06:00,2024-04-24 18:54:54.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.264,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
305,,466238.543,4311871.043,2456.704,,-105.38964575,38.95514385,2442.710,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:55:04.6 UTC-06:00,2024-04-24 18:55:07.6 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.236,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
306,,466238.334,4311871.026,2456.672,,-105.38964816,38.95514369,2442.678,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:55:21.2 UTC-06:00,2024-04-24 18:55:24.2 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.242,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
307,,466238.150,4311871.062,2456.648,,-105.38965029,38.95514400,2442.654,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:55:35.8 UTC-06:00,2024-04-24 18:55:38.8 UTC-06:00,16,1.8,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.203,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
308,,466237.929,4311871.052,2456.637,,-105.38965283,38.95514390,2442.643,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:55:51.4 UTC-06:00,2024-04-24 18:55:54.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.207,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
309,,466237.719,4311871.051,2456.641,,-105.38965527,38.95514389,2442.648,Global,0.011,0.013,0.011,0.017,2.134,m,FIX,2024-04-24 18:56:03.0 UTC-06:00,2024-04-24 18:56:06.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.189,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
310,,466237.514,4311871.074,2456.649,,-105.38965762,38.95514409,2442.655,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:56:19.0 UTC-06:00,2024-04-24 18:56:22.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.158,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
311,,466237.318,4311871.069,2456.652,,-105.38965990,38.95514403,2442.658,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:56:34.0 UTC-06:00,2024-04-24 18:56:37.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.165,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
312,,466237.142,4311871.067,2456.636,,-105.38966193,38.95514401,2442.642,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 18:56:48.4 UTC-06:00,2024-04-24 18:56:51.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.162,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
313,,466236.934,4311871.053,2456.619,,-105.38966432,38.95514388,2442.625,Global,0.010,0.010,0.010,0.015,2.134,m,FIX,2024-04-24 18:57:03.4 UTC-06:00,2024-04-24 18:57:06.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.163,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
314,,466236.725,4311871.060,2456.593,,-105.38966674,38.95514393,2442.599,Global,0.010,0.014,0.015,0.018,2.134,m,FIX,2024-04-24 18:57:18.0 UTC-06:00,2024-04-24 18:57:21.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.143,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
315,,466236.517,4311871.073,2456.603,,-105.38966913,38.95514404,2442.609,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:57:32.6 UTC-06:00,2024-04-24 18:57:35.6 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.133,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
316,,466236.347,4311871.095,2456.578,,-105.38967110,38.95514423,2442.584,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-04-24 18:57:49.8 UTC-06:00,2024-04-24 18:57:52.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.108,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
317,,466236.145,4311871.118,2456.564,,-105.38967342,38.95514443,2442.570,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:58:06.0 UTC-06:00,2024-04-24 18:58:09.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.077,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
318,,466235.902,4311871.134,2456.578,,-105.38967623,38.95514456,2442.585,Global,0.010,0.012,0.010,0.015,2.134,m,FIX,2024-04-24 18:58:23.2 UTC-06:00,2024-04-24 18:58:26.2 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.046,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
319,,466235.696,4311871.142,2456.659,,-105.38967861,38.95514463,2442.665,Global,0.010,0.010,0.010,0.014,2.134,m,FIX,2024-04-24 18:58:37.0 UTC-06:00,2024-04-24 18:58:40.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.030,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
320,,466235.523,4311871.146,2456.572,,-105.38968061,38.95514466,2442.579,Global,0.010,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:58:56.8 UTC-06:00,2024-04-24 18:58:59.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.032,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
321,,466235.332,4311871.165,2456.580,,-105.38968282,38.95514482,2442.586,Global,0.010,0.011,0.011,0.015,2.134,m,FIX,2024-04-24 18:59:11.0 UTC-06:00,2024-04-24 18:59:14.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.002,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
322,,466235.124,4311871.211,2456.536,,-105.38968521,38.95514523,2442.543,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 18:59:27.4 UTC-06:00,2024-04-24 18:59:30.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.961,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
323,,466234.938,4311871.193,2456.500,,-105.38968736,38.95514506,2442.506,Global,0.012,0.010,0.013,0.016,2.134,m,FIX,2024-04-24 18:59:44.8 UTC-06:00,2024-04-24 18:59:47.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.970,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
324,,466234.736,4311871.133,2456.494,,-105.38968969,38.95514452,2442.500,Global,0.011,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 18:59:59.0 UTC-06:00,2024-04-24 19:00:02.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.026,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
325,,466234.556,4311871.149,2456.503,,-105.38969176,38.95514465,2442.509,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 19:00:15.8 UTC-06:00,2024-04-24 19:00:18.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.004,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
326,,466234.308,4311871.211,2456.442,,-105.38969464,38.95514519,2442.449,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 19:00:41.4 UTC-06:00,2024-04-24 19:00:44.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.944,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
327,,466234.147,4311871.199,2456.445,,-105.38969650,38.95514508,2442.451,Global,0.011,0.010,0.012,0.015,2.134,m,FIX,2024-04-24 19:00:59.2 UTC-06:00,2024-04-24 19:01:02.2 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.954,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
328,,466233.941,4311871.202,2456.389,,-105.38969887,38.95514511,2442.396,Global,0.011,0.011,0.010,0.015,2.134,m,FIX,2024-04-24 19:01:17.8 UTC-06:00,2024-04-24 19:01:20.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.953,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
329,,466233.756,4311871.163,2456.358,,-105.38970100,38.95514474,2442.364,Global,0.011,0.011,0.013,0.016,2.134,m,FIX,2024-04-24 19:01:35.4 UTC-06:00,2024-04-24 19:01:38.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.980,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
330,,466233.538,4311871.192,2456.332,,-105.38970352,38.95514500,2442.338,Global,0.010,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 19:01:51.0 UTC-06:00,2024-04-24 19:01:54.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.955,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
331,,466233.344,4311871.152,2456.311,,-105.38970576,38.95514463,2442.317,Global,0.011,0.010,0.011,0.015,2.134,m,FIX,2024-04-24 19:02:07.0 UTC-06:00,2024-04-24 19:02:10.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.993,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
332,,466233.091,4311871.128,2456.262,,-105.38970867,38.95514441,2442.269,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-04-24 19:02:29.0 UTC-06:00,2024-04-24 19:02:32.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.016,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
333,,466232.969,4311871.117,2456.256,,-105.38971009,38.95514430,2442.263,Global,0.012,0.011,0.018,0.016,2.134,m,FIX,2024-04-24 19:02:44.8 UTC-06:00,2024-04-24 19:02:47.8 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.027,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
334,,466232.728,4311871.100,2456.219,,-105.38971287,38.95514413,2442.225,Global,0.011,0.012,0.013,0.016,2.134,m,FIX,2024-04-24 19:03:04.4 UTC-06:00,2024-04-24 19:03:07.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.058,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
335,,466232.525,4311871.070,2456.156,,-105.38971521,38.95514386,2442.162,Global,0.011,0.011,0.015,0.016,2.134,m,FIX,2024-04-24 19:03:26.2 UTC-06:00,2024-04-24 19:03:29.2 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.077,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
336,,466232.348,4311871.041,2456.102,,-105.38971724,38.95514359,2442.108,Global,0.010,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 19:03:40.4 UTC-06:00,2024-04-24 19:03:43.4 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.109,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
337,,466232.152,4311871.024,2456.065,,-105.38971950,38.95514343,2442.071,Global,0.010,0.011,0.015,0.015,2.134,m,FIX,2024-04-24 19:03:59.0 UTC-06:00,2024-04-24 19:04:02.0 UTC-06:00,16,1.7,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.125,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
338,,466231.973,4311871.039,2455.993,,-105.38972157,38.95514356,2442.000,Global,0.013,0.013,0.019,0.018,2.134,m,FIX,2024-04-24 19:04:17.2 UTC-06:00,2024-04-24 19:04:20.2 UTC-06:00,16,2.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.106,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
339,,466231.793,4311871.006,2455.981,,-105.38972365,38.95514326,2441.987,Global,0.011,0.010,0.018,0.015,2.134,m,FIX,2024-04-24 19:04:31.0 UTC-06:00,2024-04-24 19:04:34.0 UTC-06:00,16,2.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.149,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
340,,466231.566,4311870.999,2456.005,,-105.38972627,38.95514319,2442.011,Global,0.010,0.010,0.020,0.015,2.134,m,FIX,2024-04-24 19:04:51.4 UTC-06:00,2024-04-24 19:04:54.4 UTC-06:00,16,2.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.154,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
341,,466231.368,4311870.967,2456.014,,-105.38972855,38.95514289,2442.021,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-04-24 19:05:07.8 UTC-06:00,2024-04-24 19:05:10.8 UTC-06:00,16,2.2,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.183,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
342,,466231.189,4311870.937,2456.008,,-105.38973062,38.95514261,2442.014,Global,0.011,0.011,0.016,0.015,2.134,m,FIX,2024-04-24 19:05:24.6 UTC-06:00,2024-04-24 19:05:27.6 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.207,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
343,,466230.977,4311871.082,2455.966,,-105.38973307,38.95514391,2441.972,Global,0.011,0.012,0.012,0.016,2.134,m,FIX,2024-04-24 19:05:55.8 UTC-06:00,2024-04-24 19:05:58.8 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.069,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
344,,466230.756,4311871.111,2455.993,,-105.38973562,38.95514416,2441.999,Global,0.015,0.012,0.028,0.020,2.134,m,FIX,2024-04-24 19:06:12.4 UTC-06:00,2024-04-24 19:06:15.4 UTC-06:00,16,2.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.039,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
345,,466230.568,4311871.169,2455.996,,-105.38973780,38.95514468,2442.002,Global,0.011,0.011,0.022,0.015,2.134,m,FIX,2024-04-24 19:06:35.6 UTC-06:00,2024-04-24 19:06:38.6 UTC-06:00,16,2.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.980,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
346,,466230.352,4311871.194,2456.009,,-105.38974029,38.95514490,2442.015,Global,0.011,0.010,0.015,0.015,2.134,m,FIX,2024-04-24 19:06:52.0 UTC-06:00,2024-04-24 19:06:55.0 UTC-06:00,16,1.9,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.958,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
347,,466230.177,4311871.188,2455.980,,-105.38974231,38.95514483,2441.986,Global,0.013,0.012,0.021,0.018,2.134,m,FIX,2024-04-24 19:07:08.0 UTC-06:00,2024-04-24 19:07:11.0 UTC-06:00,16,2.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.958,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
348,,466229.977,4311871.218,2455.973,,-105.38974462,38.95514510,2441.979,Global,0.011,0.013,0.021,0.017,2.134,m,FIX,2024-04-24 19:07:21.8 UTC-06:00,2024-04-24 19:07:24.8 UTC-06:00,16,2.3,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.915,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
349,,466229.748,4311871.107,2455.981,,-105.38974725,38.95514408,2441.987,Global,0.011,0.011,0.018,0.015,2.134,m,FIX,2024-04-24 19:07:36.2 UTC-06:00,2024-04-24 19:07:39.2 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.048,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
350,,466229.532,4311871.144,2455.947,,-105.38974975,38.95514441,2441.953,Global,0.011,0.011,0.017,0.016,2.134,m,FIX,2024-04-24 19:07:52.2 UTC-06:00,2024-04-24 19:07:55.2 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.007,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
351,,466229.353,4311871.129,2455.949,,-105.38975182,38.95514427,2441.955,Global,0.010,0.012,0.018,0.016,2.134,m,FIX,2024-04-24 19:08:05.2 UTC-06:00,2024-04-24 19:08:08.2 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.039,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
352,,466229.181,4311871.171,2455.949,,-105.38975380,38.95514464,2441.955,Global,0.012,0.010,0.015,0.016,2.134,m,FIX,2024-04-24 19:08:19.0 UTC-06:00,2024-04-24 19:08:22.0 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.986,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
353,,466228.954,4311871.149,2455.998,,-105.38975643,38.95514444,2442.004,Global,0.011,0.011,0.017,0.015,2.134,m,FIX,2024-04-24 19:08:33.8 UTC-06:00,2024-04-24 19:08:36.8 UTC-06:00,16,2.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.001,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
354,,466228.727,4311871.126,2456.019,,-105.38975904,38.95514422,2442.025,Global,0.010,0.010,0.020,0.015,2.134,m,FIX,2024-04-24 19:08:50.2 UTC-06:00,2024-04-24 19:08:53.2 UTC-06:00,16,2.1,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,175.030,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
355,,466228.546,4311871.208,2455.988,,-105.38976113,38.95514495,2441.994,Global,0.011,0.011,0.019,0.015,2.134,m,FIX,2024-04-24 19:09:07.8 UTC-06:00,2024-04-24 19:09:10.8 UTC-06:00,16,2.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.957,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
356,,466228.343,4311871.192,2456.006,,-105.38976347,38.95514480,2442.012,Global,0.013,0.012,0.023,0.018,2.134,m,FIX,2024-04-24 19:09:20.8 UTC-06:00,2024-04-24 19:09:23.8 UTC-06:00,16,2.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.971,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
357,,466228.138,4311871.197,2456.033,,-105.38976585,38.95514484,2442.040,Global,0.011,0.012,0.021,0.016,2.134,m,FIX,2024-04-24 19:09:33.4 UTC-06:00,2024-04-24 19:09:36.4 UTC-06:00,16,2.4,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.963,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
358,,466227.959,4311871.212,2456.049,,-105.38976791,38.95514496,2442.055,Global,0.010,0.011,0.013,0.015,2.134,m,FIX,2024-04-24 19:09:47.4 UTC-06:00,2024-04-24 19:09:50.4 UTC-06:00,16,2.6,466230.562,4312045.499,2471.539,-105.38974647,38.95671560,2457.547,174.952,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height
