,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
51,51,52,,466232.737,4311870.846,2455.628,,-105.3897128,38.95514185,2441.634,Global,0.011,0.014,0.011,0.018,2.134,m,FIX,2024-07-22 13:31:04.6 UTC-06:00,2024-07-22 13:31:07.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.976,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311870.264,466234.402,2453.63,POINT Z (466234.402 4311870.264 2453.63)
52,52,53,,466232.526,4311870.793,2455.604,,-105.3897152,38.95514136,2441.61,Global,0.012,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 13:31:17.8 UTC-06:00,2024-07-22 13:31:20.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.039,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.211,466234.191,2453.6059999999998,POINT Z (466234.191 4311870.211 2453.6059999999998)
53,53,54,,466232.368,4311870.81,2455.596,,-105.389717,38.95514151,2441.602,Global,0.01,0.01,0.01,0.015,2.134,m,FIX,2024-07-22 13:31:32.4 UTC-06:00,2024-07-22 13:31:35.4 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.019,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.228,466234.033,2453.598,POINT Z (466234.033 4311870.228 2453.598)
54,54,55,,466232.064,4311870.936,2455.582,,-105.3897205,38.95514263,2441.589,Global,0.013,0.013,0.01,0.019,2.134,m,FIX,2024-07-22 13:31:58.0 UTC-06:00,2024-07-22 13:32:01.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.896,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311870.354,466233.729,2453.584,POINT Z (466233.729 4311870.354 2453.584)
55,55,56,,466231.918,4311870.787,2455.46,,-105.3897222,38.95514129,2441.466,Global,0.012,0.015,0.01,0.019,2.134,m,FIX,2024-07-22 13:32:18.6 UTC-06:00,2024-07-22 13:32:21.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.026,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.205,466233.583,2453.462,POINT Z (466233.583 4311870.205 2453.462)
56,56,57,,466231.605,4311870.811,2455.394,,-105.3897258,38.95514149,2441.4,Global,0.015,0.016,0.01,0.022,2.134,m,FIX,2024-07-22 13:32:34.4 UTC-06:00,2024-07-22 13:32:37.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.041,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.229,466233.26999999996,2453.3959999999997,POINT Z (466233.26999999996 4311870.229 2453.3959999999997)
57,57,58,,466231.391,4311870.911,2455.302,,-105.3897283,38.95514238,2441.308,Global,0.034,0.024,0.011,0.042,2.134,m,FIX,2024-07-22 13:33:00.8 UTC-06:00,2024-07-22 13:33:03.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.95,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311870.329000001,466233.056,2453.304,POINT Z (466233.056 4311870.329000001 2453.304)
58,58,59,,466231.133,4311871.007,2455.286,,-105.3897313,38.95514324,2441.292,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 13:35:22.2 UTC-06:00,2024-07-22 13:35:25.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.839,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.425000001,466232.79799999995,2453.288,POINT Z (466232.79799999995 4311870.425000001 2453.288)
59,59,60,,466230.964,4311870.987,2455.308,,-105.3897332,38.95514305,2441.314,Global,0.015,0.011,0.011,0.019,2.134,m,FIX,2024-07-22 13:35:38.2 UTC-06:00,2024-07-22 13:35:41.2 UTC-06:00,16,1.6,1.9,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.845,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.405,466232.62899999996,2453.31,POINT Z (466232.62899999996 4311870.405 2453.31)
60,60,61,,466230.494,4311870.82,2455.213,,-105.3897386,38.95514153,2441.219,Global,0.019,0.014,0.01,0.024,2.134,m,FIX,2024-07-22 13:37:04.8 UTC-06:00,2024-07-22 13:37:07.8 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.034,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.238000001,466232.159,2453.215,POINT Z (466232.159 4311870.238000001 2453.215)
61,61,62,,466230.296,4311870.832,2455.273,,-105.3897409,38.95514163,2441.279,Global,0.014,0.025,0.011,0.029,2.134,m,FIX,2024-07-22 13:37:34.0 UTC-06:00,2024-07-22 13:37:37.0 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.008,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.250000001,466231.96099999995,2453.275,POINT Z (466231.96099999995 4311870.250000001 2453.275)
62,62,63,,466230.053,4311870.811,2455.485,,-105.3897437,38.95514143,2441.491,Global,0.013,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 13:37:54.8 UTC-06:00,2024-07-22 13:37:57.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.005,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.229,466231.718,2453.487,POINT Z (466231.718 4311870.229 2453.487)
63,63,64,,466229.854,4311870.747,2455.389,,-105.389746,38.95514085,2441.396,Global,0.012,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 13:38:09.6 UTC-06:00,2024-07-22 13:38:12.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.077,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.165000001,466231.519,2453.391,POINT Z (466231.519 4311870.165000001 2453.391)
64,64,65,,466229.667,4311870.735,2455.358,,-105.3897482,38.95514073,2441.364,Global,0.024,0.031,0.016,0.04,2.134,m,FIX,2024-07-22 13:38:24.4 UTC-06:00,2024-07-22 13:38:27.4 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.073,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.153000001,466231.332,2453.36,POINT Z (466231.332 4311870.153000001 2453.36)
65,65,66,,466229.459,4311870.783,2455.382,,-105.3897506,38.95514115,2441.389,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 13:38:39.6 UTC-06:00,2024-07-22 13:38:42.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.043,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.201,466231.12399999995,2453.384,POINT Z (466231.12399999995 4311870.201 2453.384)
66,66,67,,466229.222,4311870.877,2455.313,,-105.3897533,38.95514199,2441.319,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 13:38:57.2 UTC-06:00,2024-07-22 13:39:00.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.956,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.295000001,466230.887,2453.315,POINT Z (466230.887 4311870.295000001 2453.315)
67,67,68,,466228.977,4311870.841,2455.314,,-105.3897561,38.95514166,2441.32,Global,0.013,0.02,0.011,0.024,2.134,m,FIX,2024-07-22 13:39:18.8 UTC-06:00,2024-07-22 13:39:21.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.982,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.259000001,466230.642,2453.316,POINT Z (466230.642 4311870.259000001 2453.316)
68,68,69,,466228.755,4311870.868,2455.384,,-105.3897587,38.95514189,2441.39,Global,0.011,0.011,0.012,0.016,2.134,m,FIX,2024-07-22 13:39:40.2 UTC-06:00,2024-07-22 13:39:43.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.961,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.286,466230.42,2453.386,POINT Z (466230.42 4311870.286 2453.386)
69,69,70,,466228.605,4311870.891,2455.314,,-105.3897604,38.95514209,2441.321,Global,0.013,0.016,0.011,0.021,2.134,m,FIX,2024-07-22 13:39:51.2 UTC-06:00,2024-07-22 13:39:54.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.95,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.309,466230.26999999996,2453.316,POINT Z (466230.26999999996 4311870.309 2453.316)
70,70,71,,466228.398,4311870.891,2455.306,,-105.3897628,38.95514209,2441.312,Global,0.013,0.022,0.011,0.025,2.134,m,FIX,2024-07-22 13:40:02.6 UTC-06:00,2024-07-22 13:40:05.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.953,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.309,466230.06299999997,2453.308,POINT Z (466230.06299999997 4311870.309 2453.308)
71,71,72,,466228.191,4311870.919,2455.34,,-105.3897652,38.95514233,2441.346,Global,0.011,0.01,0.01,0.015,2.134,m,FIX,2024-07-22 13:40:16.0 UTC-06:00,2024-07-22 13:40:19.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.927,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.337,466229.85599999997,2453.342,POINT Z (466229.85599999997 4311870.337 2453.342)
72,72,73,,466227.948,4311870.852,2455.331,,-105.389768,38.95514172,2441.337,Global,0.013,0.011,0.01,0.017,2.134,m,FIX,2024-07-22 13:40:27.4 UTC-06:00,2024-07-22 13:40:30.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.993,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.2700000005,466229.61299999995,2453.333,POINT Z (466229.61299999995 4311870.2700000005 2453.333)
73,73,74,,466227.797,4311870.873,2455.357,,-105.3897698,38.9551419,2441.363,Global,0.012,0.012,0.01,0.017,2.134,m,FIX,2024-07-22 13:40:37.2 UTC-06:00,2024-07-22 13:40:40.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.98,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.291,466229.462,2453.359,POINT Z (466229.462 4311870.291 2453.359)
74,74,75,,466227.558,4311870.851,2455.516,,-105.3897725,38.95514169,2441.522,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 13:40:49.2 UTC-06:00,2024-07-22 13:40:52.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.988,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.269,466229.223,2453.518,POINT Z (466229.223 4311870.269 2453.518)
75,75,76,,466227.335,4311870.911,2455.424,,-105.3897751,38.95514223,2441.431,Global,0.011,0.012,0.01,0.016,2.134,m,FIX,2024-07-22 13:41:00.6 UTC-06:00,2024-07-22 13:41:03.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.943,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.329000001,466229.0,2453.426,POINT Z (466229 4311870.329000001 2453.426)
76,76,77,,466227.121,4311870.988,2455.368,,-105.3897776,38.95514291,2441.374,Global,0.011,0.017,0.01,0.02,2.134,m,FIX,2024-07-22 13:41:11.8 UTC-06:00,2024-07-22 13:41:14.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.857,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4311870.406,466228.78599999996,2453.37,POINT Z (466228.78599999996 4311870.406 2453.37)
77,77,78,,466226.874,4311870.945,2455.404,,-105.3897804,38.95514251,2441.411,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 13:41:31.4 UTC-06:00,2024-07-22 13:41:34.4 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.916,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.363000001,466228.539,2453.406,POINT Z (466228.539 4311870.363000001 2453.406)
78,78,79,,466226.669,4311870.925,2455.415,,-105.3897828,38.95514233,2441.422,Global,0.021,0.02,0.011,0.029,2.134,m,FIX,2024-07-22 13:41:50.0 UTC-06:00,2024-07-22 13:41:53.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.97,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.343,466228.334,2453.417,POINT Z (466228.334 4311870.343 2453.417)
79,79,80,,466226.536,4311871.01,2455.384,,-105.3897843,38.95514308,2441.39,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 13:42:01.2 UTC-06:00,2024-07-22 13:42:04.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.847,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.428,466228.201,2453.386,POINT Z (466228.201 4311870.428 2453.386)
80,80,81,,466226.255,4311870.823,2455.504,,-105.3897876,38.9551414,2441.511,Global,0.021,0.044,0.01,0.049,2.134,m,FIX,2024-07-22 13:42:19.4 UTC-06:00,2024-07-22 13:42:22.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.021,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.241,466227.92,2453.506,POINT Z (466227.92 4311870.241 2453.506)
81,81,82,,466226.019,4311870.852,2455.475,,-105.3897903,38.95514164,2441.481,Global,0.012,0.011,0.012,0.017,2.134,m,FIX,2024-07-22 13:43:14.2 UTC-06:00,2024-07-22 13:43:17.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.012,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.2700000005,466227.68399999995,2453.477,POINT Z (466227.68399999995 4311870.2700000005 2453.477)
82,82,83,,466225.993,4311870.958,2455.472,,-105.3897906,38.9551426,2441.478,Global,0.011,0.014,0.01,0.018,2.134,m,FIX,2024-07-22 13:43:47.0 UTC-06:00,2024-07-22 13:43:50.0 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.937,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.376,466227.658,2453.474,POINT Z (466227.658 4311870.376 2453.474)
83,83,84,,466225.796,4311870.901,2455.433,,-105.3897929,38.95514208,2441.44,Global,0.016,0.026,0.011,0.03,2.134,m,FIX,2024-07-22 13:43:57.6 UTC-06:00,2024-07-22 13:44:00.6 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.97,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.319,466227.46099999995,2453.435,POINT Z (466227.46099999995 4311870.319 2453.435)
84,84,85,,466225.605,4311870.86,2455.486,,-105.3897951,38.9551417,2441.493,Global,0.013,0.017,0.01,0.022,2.134,m,FIX,2024-07-22 13:44:12.8 UTC-06:00,2024-07-22 13:44:15.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,175.023,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.278000001,466227.26999999996,2453.488,POINT Z (466227.26999999996 4311870.278000001 2453.488)
85,85,86,,466225.434,4311870.972,2455.68,,-105.389797,38.9551427,2441.687,Global,0.014,0.011,0.011,0.018,2.134,m,FIX,2024-07-22 13:44:24.6 UTC-06:00,2024-07-22 13:44:27.6 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.896,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.390000001,466227.099,2453.682,POINT Z (466227.099 4311870.390000001 2453.682)
86,86,87,,466225.139,4311870.962,2455.741,,-105.3898004,38.9551426,2441.747,Global,0.01,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 13:44:39.6 UTC-06:00,2024-07-22 13:44:42.6 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.909,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.380000001,466226.804,2453.743,POINT Z (466226.804 4311870.380000001 2453.743)
87,87,88,,466224.956,4311870.99,2455.685,,-105.3898026,38.95514285,2441.691,Global,0.011,0.013,0.01,0.017,2.134,m,FIX,2024-07-22 13:44:49.2 UTC-06:00,2024-07-22 13:44:52.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.889,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.408000001,466226.621,2453.687,POINT Z (466226.621 4311870.408000001 2453.687)
88,88,89,,466224.763,4311870.961,2455.78,,-105.3898048,38.95514258,2441.786,Global,0.011,0.018,0.01,0.021,2.134,m,FIX,2024-07-22 13:45:03.0 UTC-06:00,2024-07-22 13:45:06.0 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.936,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.379000001,466226.42799999996,2453.782,POINT Z (466226.42799999996 4311870.379000001 2453.782)
89,89,90,,466224.568,4311871.027,2455.815,,-105.389807,38.95514317,2441.821,Global,0.012,0.013,0.011,0.018,2.134,m,FIX,2024-07-22 13:45:21.8 UTC-06:00,2024-07-22 13:45:24.8 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.852,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.445,466226.233,2453.817,POINT Z (466226.233 4311870.445 2453.817)
90,90,91,,466224.408,4311871.068,2455.823,,-105.3898089,38.95514353,2441.829,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 13:45:36.4 UTC-06:00,2024-07-22 13:45:39.4 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.824,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.4860000005,466226.073,2453.825,POINT Z (466226.073 4311870.4860000005 2453.825)
91,91,92,,466224.202,4311871.077,2455.821,,-105.3898113,38.9551436,2441.828,Global,0.01,0.01,0.01,0.015,2.134,m,FIX,2024-07-22 13:46:11.4 UTC-06:00,2024-07-22 13:46:14.4 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.823,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.495,466225.86699999997,2453.823,POINT Z (466225.86699999997 4311870.495 2453.823)
92,92,93,,466223.986,4311871.098,2455.843,,-105.3898138,38.95514378,2441.85,Global,0.011,0.011,0.01,0.016,2.134,m,FIX,2024-07-22 13:46:24.6 UTC-06:00,2024-07-22 13:46:27.6 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.796,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.516000001,466225.65099999995,2453.845,POINT Z (466225.65099999995 4311870.516000001 2453.845)
93,93,94,,466223.775,4311871.068,2455.843,,-105.3898162,38.9551435,2441.85,Global,0.012,0.012,0.011,0.017,2.134,m,FIX,2024-07-22 13:46:37.0 UTC-06:00,2024-07-22 13:46:40.0 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.838,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.4860000005,466225.44,2453.845,POINT Z (466225.44 4311870.4860000005 2453.845)
94,94,95,,466223.581,4311871.009,2455.865,,-105.3898184,38.95514297,2441.872,Global,0.01,0.012,0.011,0.015,2.134,m,FIX,2024-07-22 13:46:50.6 UTC-06:00,2024-07-22 13:46:53.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.905,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.427,466225.246,2453.8669999999997,POINT Z (466225.246 4311870.427 2453.8669999999997)
95,95,96,,466223.366,4311871.02,2455.915,,-105.3898209,38.95514305,2441.921,Global,0.013,0.013,0.014,0.019,2.134,m,FIX,2024-07-22 13:47:02.4 UTC-06:00,2024-07-22 13:47:05.4 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.913,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.438,466225.03099999996,2453.917,POINT Z (466225.03099999996 4311870.438 2453.917)
96,96,97,,466223.173,4311871.112,2455.999,,-105.3898231,38.95514388,2442.006,Global,0.012,0.011,0.012,0.017,2.134,m,FIX,2024-07-22 13:47:19.4 UTC-06:00,2024-07-22 13:47:22.4 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.823,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.53,466224.838,2454.0009999999997,POINT Z (466224.838 4311870.53 2454.0009999999997)
97,97,98,,466222.983,4311871.144,2455.954,,-105.3898253,38.95514416,2441.96,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 13:47:33.6 UTC-06:00,2024-07-22 13:47:36.6 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.792,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.562000001,466224.648,2453.956,POINT Z (466224.648 4311870.562000001 2453.956)
98,98,99,,466222.81,4311871.21,2455.957,,-105.3898273,38.95514475,2441.963,Global,0.011,0.016,0.011,0.02,2.134,m,FIX,2024-07-22 13:47:45.4 UTC-06:00,2024-07-22 13:47:48.4 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.746,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.6280000005,466224.475,2453.959,POINT Z (466224.475 4311870.6280000005 2453.959)
99,99,100,,466222.582,4311871.11,2455.928,,-105.38983,38.95514383,2441.935,Global,0.012,0.011,0.012,0.016,2.134,m,FIX,2024-07-22 13:48:03.8 UTC-06:00,2024-07-22 13:48:06.8 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.848,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.528000001,466224.247,2453.93,POINT Z (466224.247 4311870.528000001 2453.93)
100,100,101,,466222.372,4311871.05,2455.885,,-105.3898324,38.95514329,2441.892,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-07-22 13:48:20.6 UTC-06:00,2024-07-22 13:48:23.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.914,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.468,466224.03699999995,2453.887,POINT Z (466224.03699999995 4311870.468 2453.887)
101,101,102,,466222.184,4311871.061,2455.882,,-105.3898345,38.95514338,2441.889,Global,0.011,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 13:48:32.4 UTC-06:00,2024-07-22 13:48:35.4 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.917,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311870.479,466223.849,2453.884,POINT Z (466223.849 4311870.479 2453.884)
102,102,103,,466222.013,4311871.048,2455.89,,-105.3898365,38.95514326,2441.896,Global,0.01,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 13:48:47.2 UTC-06:00,2024-07-22 13:48:50.2 UTC-06:00,16,1.4,1.7,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.933,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.466000001,466223.67799999996,2453.892,POINT Z (466223.67799999996 4311870.466000001 2453.892)
103,103,104,,466221.776,4311871.051,2455.94,,-105.3898393,38.95514328,2441.947,Global,0.011,0.01,0.01,0.015,2.134,m,FIX,2024-07-22 13:49:00.4 UTC-06:00,2024-07-22 13:49:03.4 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.937,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,5,0,4311870.4690000005,466223.441,2453.942,POINT Z (466223.441 4311870.4690000005 2453.942)
104,104,105,,466221.576,4311871.046,2455.947,,-105.3898416,38.95514322,2441.954,Global,0.011,0.01,0.01,0.015,2.134,m,FIX,2024-07-22 13:49:10.0 UTC-06:00,2024-07-22 13:49:13.0 UTC-06:00,16,1.3,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,174.945,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4311870.464000001,466223.241,2453.949,POINT Z (466223.241 4311870.464000001 2453.949)
