,index,Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,northing_adj,easting_adj,elevation_adj,geometry
374,374,80,,466241.721,4312201.035,2453.543,,-105.3896254,38.9581176,2439.553,Global,0.014,0.01,0.011,0.018,2.134,m,FIX,2024-07-22 16:42:09.0 UTC-06:00,2024-07-22 16:42:12.0 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.139,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312200.453000001,466243.386,2451.545,POINT Z (466243.386 4312200.453000001 2451.545)
375,375,81,,466241.588,4312201.172,2453.527,,-105.3896269,38.95811883,2439.536,Global,0.015,0.013,0.01,0.02,2.134,m,FIX,2024-07-22 16:42:16.8 UTC-06:00,2024-07-22 16:42:19.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.276,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312200.590000001,466243.25299999997,2451.529,POINT Z (466243.25299999997 4312200.590000001 2451.529)
376,376,82,,466241.489,4312201.348,2453.532,,-105.3896281,38.95812041,2439.541,Global,0.01,0.011,0.011,0.015,2.134,m,FIX,2024-07-22 16:42:23.8 UTC-06:00,2024-07-22 16:42:26.8 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.44,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312200.766000001,466243.154,2451.534,POINT Z (466243.154 4312200.766000001 2451.534)
377,377,83,,466241.35,4312201.507,2453.511,,-105.3896297,38.95812184,2439.52,Global,0.013,0.012,0.01,0.018,2.134,m,FIX,2024-07-22 16:42:30.6 UTC-06:00,2024-07-22 16:42:33.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.579,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312200.925000001,466243.01499999996,2451.513,POINT Z (466243.01499999996 4312200.925000001 2451.513)
378,378,84,,466241.212,4312201.629,2453.505,,-105.3896313,38.95812293,2439.514,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:42:37.6 UTC-06:00,2024-07-22 16:42:40.6 UTC-06:00,16,1.2,1.4,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.693,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312201.047,466242.877,2451.507,POINT Z (466242.877 4312201.047 2451.507)
379,379,85,,466241.056,4312201.781,2453.57,,-105.3896331,38.95812429,2439.58,Global,0.015,0.014,0.011,0.021,2.134,m,FIX,2024-07-22 16:42:46.0 UTC-06:00,2024-07-22 16:42:49.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.843,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312201.199000001,466242.72099999996,2451.572,POINT Z (466242.72099999996 4312201.199000001 2451.572)
380,380,86,,466240.917,4312201.928,2453.501,,-105.3896347,38.95812562,2439.511,Global,0.011,0.014,0.012,0.018,2.134,m,FIX,2024-07-22 16:42:52.0 UTC-06:00,2024-07-22 16:42:55.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,157.969,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312201.346000001,466242.582,2451.503,POINT Z (466242.582 4312201.346000001 2451.503)
381,381,87,,466240.788,4312202.061,2453.514,,-105.3896362,38.95812681,2439.524,Global,0.011,0.011,0.014,0.015,2.134,m,FIX,2024-07-22 16:43:00.2 UTC-06:00,2024-07-22 16:43:03.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.097,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312201.479,466242.453,2451.516,POINT Z (466242.453 4312201.479 2451.516)
382,382,88,,466240.692,4312202.258,2453.505,,-105.3896373,38.95812858,2439.515,Global,0.012,0.012,0.013,0.017,2.134,m,FIX,2024-07-22 16:43:06.4 UTC-06:00,2024-07-22 16:43:09.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.275,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312201.676000001,466242.35699999996,2451.507,POINT Z (466242.35699999996 4312201.676000001 2451.507)
383,383,89,,466240.57,4312202.388,2453.574,,-105.3896387,38.95812974,2439.584,Global,0.011,0.012,0.012,0.016,2.134,m,FIX,2024-07-22 16:43:14.2 UTC-06:00,2024-07-22 16:43:17.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.392,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312201.806000001,466242.235,2451.576,POINT Z (466242.235 4312201.806000001 2451.576)
384,384,90,,466240.423,4312202.528,2453.626,,-105.3896404,38.958131,2439.635,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 16:43:22.4 UTC-06:00,2024-07-22 16:43:25.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.533,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312201.946,466242.088,2451.628,POINT Z (466242.088 4312201.946 2451.628)
385,385,91,,466240.256,4312202.665,2453.676,,-105.3896423,38.95813223,2439.685,Global,0.011,0.011,0.01,0.015,2.134,m,FIX,2024-07-22 16:43:28.8 UTC-06:00,2024-07-22 16:43:31.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.647,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312202.083000001,466241.921,2451.678,POINT Z (466241.921 4312202.083000001 2451.678)
386,386,92,,466240.134,4312202.836,2453.787,,-105.3896438,38.95813377,2439.796,Global,0.01,0.012,0.011,0.016,2.134,m,FIX,2024-07-22 16:43:36.6 UTC-06:00,2024-07-22 16:43:39.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.813,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312202.254000001,466241.799,2451.7889999999998,POINT Z (466241.799 4312202.254000001 2451.7889999999998)
387,387,93,,466240.018,4312202.979,2453.849,,-105.3896451,38.95813505,2439.858,Global,0.014,0.011,0.012,0.018,2.134,m,FIX,2024-07-22 16:43:43.6 UTC-06:00,2024-07-22 16:43:46.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,158.938,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312202.397000001,466241.68299999996,2451.851,POINT Z (466241.68299999996 4312202.397000001 2451.851)
388,388,94,,466239.849,4312203.105,2453.807,,-105.3896471,38.95813618,2439.817,Global,0.015,0.021,0.013,0.026,2.134,m,FIX,2024-07-22 16:43:51.0 UTC-06:00,2024-07-22 16:43:54.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.035,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312202.523000001,466241.51399999997,2451.8089999999997,POINT Z (466241.51399999997 4312202.523000001 2451.8089999999997)
389,389,95,,466239.707,4312203.285,2453.742,,-105.3896487,38.9581378,2439.751,Global,0.03,0.023,0.01,0.038,2.134,m,FIX,2024-07-22 16:44:00.6 UTC-06:00,2024-07-22 16:44:03.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.256,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312202.703000001,466241.372,2451.744,POINT Z (466241.372 4312202.703000001 2451.744)
390,390,96,,466239.612,4312203.437,2453.812,,-105.3896498,38.95813916,2439.821,Global,0.011,0.012,0.011,0.016,2.134,m,FIX,2024-07-22 16:44:09.4 UTC-06:00,2024-07-22 16:44:12.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.359,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312202.855,466241.277,2451.814,POINT Z (466241.277 4312202.855 2451.814)
391,391,97,,466239.431,4312203.545,2453.792,,-105.3896519,38.95814013,2439.802,Global,0.011,0.012,0.012,0.016,2.134,m,FIX,2024-07-22 16:44:22.4 UTC-06:00,2024-07-22 16:44:25.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.477,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312202.963,466241.09599999996,2451.794,POINT Z (466241.09599999996 4312202.963 2451.794)
392,392,98,,466239.274,4312203.693,2453.631,,-105.3896537,38.95814146,2439.641,Global,0.014,0.012,0.011,0.019,2.134,m,FIX,2024-07-22 16:44:32.0 UTC-06:00,2024-07-22 16:44:35.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.624,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312203.1110000005,466240.93899999995,2451.633,POINT Z (466240.93899999995 4312203.1110000005 2451.633)
393,393,99,,466239.195,4312203.875,2453.621,,-105.3896547,38.95814309,2439.63,Global,0.011,0.01,0.013,0.015,2.134,m,FIX,2024-07-22 16:44:42.0 UTC-06:00,2024-07-22 16:44:45.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.791,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312203.2930000005,466240.86,2451.623,POINT Z (466240.86 4312203.2930000005 2451.623)
394,394,100,,466239.014,4312203.97,2453.565,,-105.3896568,38.95814394,2439.574,Global,0.013,0.013,0.015,0.018,2.134,m,FIX,2024-07-22 16:44:55.0 UTC-06:00,2024-07-22 16:44:58.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,159.898,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312203.388,466240.679,2451.567,POINT Z (466240.679 4312203.388 2451.567)
395,395,101,,466238.915,4312204.088,2453.556,,-105.3896579,38.958145,2439.565,Global,0.016,0.012,0.011,0.02,2.134,m,FIX,2024-07-22 16:45:07.6 UTC-06:00,2024-07-22 16:45:10.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.007,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,6,0,4312203.506000001,466240.57999999996,2451.558,POINT Z (466240.57999999996 4312203.506000001 2451.558)
396,396,102,,466238.817,4312204.301,2453.7,,-105.389659,38.95814692,2439.71,Global,0.011,0.011,0.013,0.016,2.134,m,FIX,2024-07-22 16:45:15.8 UTC-06:00,2024-07-22 16:45:18.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.196,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312203.7190000005,466240.48199999996,2451.7019999999998,POINT Z (466240.48199999996 4312203.7190000005 2451.7019999999998)
397,397,103,,466238.693,4312204.508,2453.685,,-105.3896605,38.95814878,2439.694,Global,0.013,0.016,0.013,0.02,2.134,m,FIX,2024-07-22 16:45:22.4 UTC-06:00,2024-07-22 16:45:25.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.404,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312203.926000001,466240.358,2451.687,POINT Z (466240.358 4312203.926000001 2451.687)
398,398,104,,466238.583,4312204.638,2453.673,,-105.3896618,38.95814994,2439.683,Global,0.011,0.012,0.014,0.016,2.134,m,FIX,2024-07-22 16:45:29.6 UTC-06:00,2024-07-22 16:45:32.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.511,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,7,0,4312204.056000001,466240.24799999996,2451.6749999999997,POINT Z (466240.24799999996 4312204.056000001 2451.6749999999997)
399,399,105,,466238.457,4312204.786,2453.658,,-105.3896632,38.95815128,2439.667,Global,0.011,0.012,0.012,0.016,2.134,m,FIX,2024-07-22 16:45:38.0 UTC-06:00,2024-07-22 16:45:41.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.665,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,7,0,4312204.204000001,466240.122,2451.66,POINT Z (466240.122 4312204.204000001 2451.66)
400,400,106,,466238.24,4312204.884,2453.701,,-105.3896657,38.95815215,2439.711,Global,0.011,0.018,0.013,0.021,2.134,m,FIX,2024-07-22 16:45:46.4 UTC-06:00,2024-07-22 16:45:49.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.748,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312204.302,466239.90499999997,2451.703,POINT Z (466239.90499999997 4312204.302 2451.703)
401,401,107,,466238.113,4312205.055,2453.687,,-105.3896672,38.95815369,2439.697,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 16:45:54.0 UTC-06:00,2024-07-22 16:45:57.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,160.906,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,7,0,4312204.473,466239.778,2451.689,POINT Z (466239.778 4312204.473 2451.689)
402,402,108,,466237.987,4312205.205,2453.682,,-105.3896687,38.95815503,2439.691,Global,0.012,0.012,0.013,0.017,2.134,m,FIX,2024-07-22 16:46:01.6 UTC-06:00,2024-07-22 16:46:04.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.056,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,6,0,4312204.623000001,466239.652,2451.6839999999997,POINT Z (466239.652 4312204.623000001 2451.6839999999997)
403,403,109,,466237.901,4312205.386,2453.69,,-105.3896697,38.95815666,2439.7,Global,0.015,0.014,0.014,0.02,2.134,m,FIX,2024-07-22 16:46:10.6 UTC-06:00,2024-07-22 16:46:13.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.237,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312204.8040000005,466239.566,2451.692,POINT Z (466239.566 4312204.8040000005 2451.692)
404,404,110,,466237.738,4312205.502,2453.715,,-105.3896716,38.9581577,2439.725,Global,0.012,0.011,0.014,0.016,2.134,m,FIX,2024-07-22 16:46:20.4 UTC-06:00,2024-07-22 16:46:23.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.325,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,6,5,0,4312204.920000001,466239.403,2451.717,POINT Z (466239.403 4312204.920000001 2451.717)
405,405,111,,466237.602,4312205.653,2453.7,,-105.3896731,38.95815906,2439.71,Global,0.013,0.012,0.012,0.018,2.134,m,FIX,2024-07-22 16:46:26.6 UTC-06:00,2024-07-22 16:46:29.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.481,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,6,5,0,4312205.071,466239.267,2451.7019999999998,POINT Z (466239.267 4312205.071 2451.7019999999998)
406,406,112,,466237.425,4312205.772,2453.706,,-105.3896752,38.95816012,2439.716,Global,0.012,0.02,0.012,0.023,2.134,m,FIX,2024-07-22 16:46:32.8 UTC-06:00,2024-07-22 16:46:35.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.61,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312205.19,466239.08999999997,2451.708,POINT Z (466239.08999999997 4312205.19 2451.708)
407,407,113,,466237.306,4312205.962,2453.706,,-105.3896766,38.95816183,2439.716,Global,0.014,0.014,0.013,0.02,2.134,m,FIX,2024-07-22 16:46:41.4 UTC-06:00,2024-07-22 16:46:44.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.786,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4312205.380000001,466238.97099999996,2451.708,POINT Z (466238.97099999996 4312205.380000001 2451.708)
408,408,114,,466237.184,4312206.062,2453.827,,-105.389678,38.95816273,2439.837,Global,0.014,0.025,0.01,0.029,2.134,m,FIX,2024-07-22 16:46:51.4 UTC-06:00,2024-07-22 16:46:54.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,161.876,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,5,0,4312205.48,466238.849,2451.829,POINT Z (466238.849 4312205.48 2451.829)
409,409,115,,466237.035,4312206.226,2453.846,,-105.3896797,38.9581642,2439.855,Global,0.017,0.012,0.012,0.021,2.134,m,FIX,2024-07-22 16:47:00.4 UTC-06:00,2024-07-22 16:47:03.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.003,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,5,6,5,0,4312205.644,466238.69999999995,2451.848,POINT Z (466238.69999999995 4312205.644 2451.848)
410,410,116,,466236.898,4312206.368,2453.852,,-105.3896813,38.95816547,2439.861,Global,0.021,0.032,0.011,0.039,2.134,m,FIX,2024-07-22 16:47:06.4 UTC-06:00,2024-07-22 16:47:09.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.179,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4312205.786,466238.56299999997,2451.854,POINT Z (466238.56299999997 4312205.786 2451.854)
411,411,117,,466236.765,4312206.515,2453.935,,-105.3896828,38.95816679,2439.945,Global,0.011,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:47:21.0 UTC-06:00,2024-07-22 16:47:24.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.271,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4312205.933,466238.43,2451.937,POINT Z (466238.43 4312205.933 2451.937)
412,412,118,,466236.659,4312206.681,2453.992,,-105.3896841,38.95816828,2440.002,Global,0.012,0.011,0.012,0.016,2.134,m,FIX,2024-07-22 16:47:28.4 UTC-06:00,2024-07-22 16:47:31.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.424,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,6,5,0,4312206.099,466238.32399999996,2451.994,POINT Z (466238.32399999996 4312206.099 2451.994)
413,413,119,,466236.535,4312206.848,2454.072,,-105.3896855,38.95816978,2440.082,Global,0.012,0.011,0.011,0.016,2.134,m,FIX,2024-07-22 16:47:37.2 UTC-06:00,2024-07-22 16:47:40.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.581,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,6,6,0,4312206.266000001,466238.19999999995,2452.074,POINT Z (466238.19999999995 4312206.266000001 2452.074)
414,414,120,,466236.374,4312206.998,2454.181,,-105.3896874,38.95817113,2440.191,Global,0.011,0.015,0.01,0.019,2.134,m,FIX,2024-07-22 16:47:55.0 UTC-06:00,2024-07-22 16:47:58.0 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.705,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,5,0,4312206.416,466238.039,2452.183,POINT Z (466238.039 4312206.416 2452.183)
415,415,121,,466236.222,4312207.122,2454.231,,-105.3896891,38.95817224,2440.241,Global,0.021,0.019,0.011,0.029,2.134,m,FIX,2024-07-22 16:48:02.6 UTC-06:00,2024-07-22 16:48:05.6 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,162.826,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,6,6,0,4312206.540000001,466237.887,2452.233,POINT Z (466237.887 4312206.540000001 2452.233)
416,416,122,,466236.145,4312207.328,2454.344,,-105.38969,38.95817409,2440.354,Global,0.013,0.015,0.011,0.02,2.134,m,FIX,2024-07-22 16:48:12.8 UTC-06:00,2024-07-22 16:48:15.8 UTC-06:00,16,1.4,1.6,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.033,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,6,6,5,0,4312206.746,466237.81,2452.346,POINT Z (466237.81 4312206.746 2452.346)
417,417,123,,466236.051,4312207.483,2454.451,,-105.3896911,38.95817548,2440.461,Global,0.011,0.015,0.01,0.019,2.134,m,FIX,2024-07-22 16:48:31.6 UTC-06:00,2024-07-22 16:48:34.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.156,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,6,0,4312206.901000001,466237.71599999996,2452.453,POINT Z (466237.71599999996 4312206.901000001 2452.453)
418,418,124,,466235.94,4312207.639,2454.553,,-105.3896924,38.95817689,2440.563,Global,0.015,0.01,0.011,0.018,2.134,m,FIX,2024-07-22 16:48:48.2 UTC-06:00,2024-07-22 16:48:51.2 UTC-06:00,16,1.7,2.0,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.312,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,6,0,4312207.057000001,466237.605,2452.555,POINT Z (466237.605 4312207.057000001 2452.555)
419,419,125,,466235.822,4312207.802,2454.682,,-105.3896938,38.95817835,2440.691,Global,0.011,0.01,0.011,0.015,2.134,m,FIX,2024-07-22 16:49:05.6 UTC-06:00,2024-07-22 16:49:08.6 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.458,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,7,5,5,0,4312207.220000001,466237.48699999996,2452.6839999999997,POINT Z (466237.48699999996 4312207.220000001 2452.6839999999997)
420,420,126,,466235.763,4312207.955,2454.874,,-105.3896945,38.95817973,2440.884,Global,0.033,0.014,0.01,0.036,2.134,m,FIX,2024-07-22 16:49:13.0 UTC-06:00,2024-07-22 16:49:16.0 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.591,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,8,5,6,0,4312207.373000001,466237.42799999996,2452.8759999999997,POINT Z (466237.42799999996 4312207.373000001 2452.8759999999997)
421,421,127,,466235.588,4312208.132,2454.909,,-105.3896965,38.95818132,2440.919,Global,0.01,0.013,0.011,0.016,2.134,m,FIX,2024-07-22 16:49:22.8 UTC-06:00,2024-07-22 16:49:25.8 UTC-06:00,16,1.5,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.749,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,6,6,5,6,0,4312207.550000001,466237.25299999997,2452.911,POINT Z (466237.25299999997 4312207.550000001 2452.911)
422,422,128,,466235.491,4312208.286,2454.998,,-105.3896976,38.9581827,2441.008,Global,0.025,0.012,0.011,0.028,2.134,m,FIX,2024-07-22 16:49:29.6 UTC-06:00,2024-07-22 16:49:32.6 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,163.901,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312207.704000001,466237.15599999996,2453.0,POINT Z (466237.15599999996 4312207.704000001 2453)
423,423,129,,466235.345,4312208.406,2455.029,,-105.3896993,38.95818377,2441.039,Global,0.015,0.011,0.011,0.019,2.134,m,FIX,2024-07-22 16:49:35.8 UTC-06:00,2024-07-22 16:49:38.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.003,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,6,6,0,4312207.824000001,466237.00999999995,2453.031,POINT Z (466237.00999999995 4312207.824000001 2453.031)
424,424,130,,466235.245,4312208.628,2455.084,,-105.3897005,38.95818577,2441.094,Global,0.011,0.016,0.011,0.02,2.134,m,FIX,2024-07-22 16:49:41.8 UTC-06:00,2024-07-22 16:49:44.8 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.208,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312208.046,466236.91,2453.086,POINT Z (466236.91 4312208.046 2453.086)
425,425,131,,466235.142,4312208.73,2455.138,,-105.3897017,38.95818668,2441.148,Global,0.014,0.011,0.011,0.018,2.134,m,FIX,2024-07-22 16:49:49.4 UTC-06:00,2024-07-22 16:49:52.4 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.32,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,6,0,4312208.148000001,466236.807,2453.14,POINT Z (466236.807 4312208.148000001 2453.14)
426,426,132,,466234.882,4312208.766,2455.232,,-105.3897047,38.958187,2441.242,Global,0.01,0.01,0.01,0.014,2.134,m,FIX,2024-07-22 16:50:14.2 UTC-06:00,2024-07-22 16:50:17.2 UTC-06:00,16,1.3,1.5,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.343,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,8,5,6,0,4312208.184,466236.54699999996,2453.234,POINT Z (466236.54699999996 4312208.184 2453.234)
427,427,133,,466234.699,4312208.63,2455.186,,-105.3897068,38.95818577,2441.196,Global,0.011,0.013,0.01,0.017,2.134,m,FIX,2024-07-22 16:50:33.0 UTC-06:00,2024-07-22 16:50:36.0 UTC-06:00,16,1.6,1.8,466230.172,4312045.18,2470.929,-105.389751,38.95671271,2456.937,164.196,,NAD83(2011) / UTM zone 13N + NAVD88(GEOID18) height,7,7,5,5,0,4312208.048,466236.364,2453.188,POINT Z (466236.364 4312208.048 2453.188)
