number,point,easting,northing,elevationj,code,date,reach,transect,point_type,nb_sb,notes
1024,1272,4328352.82,988027.517,2410.29,tr,7/12/2023,us,2,topo,,
1025,1273,4328352.624,988027.451,2410.253,tr,7/12/2023,us,2,topo,,
1026,1274,4328352.447,988027.366,2410.255,tr,7/12/2023,us,2,topo,,
1027,1275,4328352.237,988027.361,2410.264,tr,7/12/2023,us,2,topo,,
1028,1276,4328352.074,988027.166,2410.218,tr,7/12/2023,us,2,topo,,
1029,1277,4328351.87,988027.195,2410.162,tr,7/12/2023,us,2,topo,,
1030,1278,4328351.698,988027.089,2410.179,tr,7/12/2023,us,2,topo,,
1031,1279,4328351.477,988027.104,2410.153,tr,7/12/2023,us,2,topo,,
1032,1280,4328351.289,988027.096,2410.147,tr,7/12/2023,us,2,topo,,
1033,1281,4328351.102,988027.007,2410.144,tr,7/12/2023,us,2,topo,,
1034,1282,4328350.892,988026.972,2410.157,tr,7/12/2023,us,2,topo,,
1035,1283,4328350.703,988026.938,2410.167,tr,7/12/2023,us,2,topo,,
1036,1284,4328350.514,988026.914,2410.164,tr,7/12/2023,us,2,topo,,
1037,1285,4328350.305,988026.875,2410.177,tr,7/12/2023,us,2,topo,,
1038,1286,4328350.204,988026.799,2410.165,tr,7/12/2023,us,2,topo,,
1039,1287,4328349.939,988026.697,2410.187,tr,7/12/2023,us,2,topo,,
1040,1288,4328349.77,988026.654,2410.2,tr,7/12/2023,us,2,topo,,
1041,1289,4328349.53,988026.61,2410.228,tr,7/12/2023,us,2,topo,,
1042,1290,4328349.363,988026.529,2410.259,tr,7/12/2023,us,2,topo,,
1043,1291,4328349.175,988026.502,2410.277,tr,7/12/2023,us,2,topo,,
1044,1292,4328348.99,988026.433,2410.271,tr,7/12/2023,us,2,topo,,
1045,1293,4328348.799,988026.383,2410.272,tr,7/12/2023,us,2,topo,,
1046,1294,4328348.578,988026.329,2410.278,tr,7/12/2023,us,2,topo,,
1047,1295,4328348.384,988026.274,2410.283,tr,7/12/2023,us,2,topo,,
1048,1296,4328348.199,988026.228,2410.275,tr,7/12/2023,us,2,topo,,
1049,1297,4328348.009,988026.166,2410.283,tr,7/12/2023,us,2,topo,,
1050,1298,4328347.81,988026.121,2410.249,tr,7/12/2023,us,2,topo,,
1051,1299,4328347.613,988026.072,2410.212,tr,7/12/2023,us,2,topo,,
1052,1300,4328347.426,988026.009,2410.138,tr,7/12/2023,us,2,topo,,
1053,1301,4328347.202,988025.953,2410.092,tr,7/12/2023,us,2,topo,,
1054,1302,4328347.007,988025.889,2410.096,tr,7/12/2023,us,2,topo,,
1055,1303,4328346.847,988025.833,2410.059,tr,7/12/2023,us,2,topo,,
1056,1304,4328346.635,988025.77,2410.05,tr,7/12/2023,us,2,topo,,
1057,1305,4328346.443,988025.748,2410.024,tr,7/12/2023,us,2,topo,,
1058,1306,4328346.268,988025.713,2410.01,tr,7/12/2023,us,2,topo,,
1059,1307,4328346.063,988025.654,2410.009,tr,7/12/2023,us,2,topo,,
1060,1308,4328345.88,988025.604,2409.984,tr,7/12/2023,us,2,topo,,
1061,1309,4328345.679,988025.56,2409.982,tr,7/12/2023,us,2,topo,,
1062,1310,4328345.494,988025.511,2409.96,tr,7/12/2023,us,2,topo,,
1063,1311,4328345.28,988025.48,2409.934,tr,7/12/2023,us,2,topo,,
1064,1312,4328345.109,988025.418,2409.922,tr,7/12/2023,us,2,topo,,
1065,1313,4328344.916,988025.358,2409.916,tr,7/12/2023,us,2,topo,,
1066,1314,4328344.709,988025.293,2409.922,tr,7/12/2023,us,2,topo,,
1067,1315,4328344.533,988025.24,2409.909,tr,7/12/2023,us,2,topo,,
1068,1316,4328344.317,988025.193,2409.93,tr,7/12/2023,us,2,topo,,
1069,1317,4328344.146,988025.157,2409.937,tr,7/12/2023,us,2,topo,,
1070,1318,4328343.948,988025.166,2409.994,tr,7/12/2023,us,2,topo,,
1071,1319,4328343.71,988025.102,2410.04,tr,7/12/2023,us,2,topo,,
1072,1320,4328343.554,988024.991,2410.131,tr,7/12/2023,us,2,topo,,
1073,1321,4328343.352,988024.971,2410.2,tr,7/12/2023,us,2,topo,,
1074,1322,4328343.152,988024.919,2410.248,tr,7/12/2023,us,2,topo,,
1075,1323,4328342.97,988024.859,2410.298,tr,7/12/2023,us,2,topo,,
1076,1324,4328342.77,988024.816,2410.359,tr,7/12/2023,us,2,topo,,
1077,1325,4328342.574,988024.785,2410.395,tr,7/12/2023,us,2,topo,,
1078,1326,4328342.388,988024.724,2410.414,tr,7/12/2023,us,2,topo,,
1079,1327,4328342.177,988024.671,2410.435,tr,7/12/2023,us,2,topo,,
1080,1328,4328341.996,988024.551,2410.43,tr,7/12/2023,us,2,topo,,
1081,1329,4328341.799,988024.454,2410.44,tr,7/12/2023,us,2,topo,,
1082,1330,4328341.634,988024.402,2410.458,tr,7/12/2023,us,2,topo,,
1083,1331,4328341.422,988024.377,2410.483,tr,7/12/2023,us,2,topo,,
1084,1332,4328341.219,988024.337,2410.525,tr,7/12/2023,us,2,topo,,
1085,1333,4328341.016,988024.4,2410.53,tr,7/12/2023,us,2,topo,,
1086,1334,4328340.819,988024.355,2410.547,tr,7/12/2023,us,2,topo,,
1087,1335,4328340.618,988024.348,2410.571,tr,7/12/2023,us,2,topo,,
1088,1336,4328340.44,988024.309,2410.595,tr,7/12/2023,us,2,topo,,
1089,1337,4328340.235,988024.244,2410.6,tr,7/12/2023,us,2,topo,,
1090,1338,4328340.03,988024.184,2410.615,tr,7/12/2023,us,2,topo,,
1091,1339,4328339.853,988024.167,2410.634,tr,7/12/2023,us,2,topo,,
1092,1340,4328339.65,988024.115,2410.628,tr,7/12/2023,us,2,topo,,
1093,1341,4328339.447,988024.05,2410.631,tr,7/12/2023,us,2,topo,,
1094,1342,4328339.245,988024.011,2410.638,tr,7/12/2023,us,2,topo,,
1095,1343,4328339.063,988023.993,2410.638,tr,7/12/2023,us,2,topo,,
1096,1344,4328338.86,988023.97,2410.626,tr,7/12/2023,us,2,topo,,
1097,1345,4328338.685,988023.844,2410.624,tr,7/12/2023,us,2,topo,,
1098,1346,4328338.483,988023.817,2410.624,tr,7/12/2023,us,2,topo,,
1099,1347,4328338.282,988023.754,2410.616,tr,7/12/2023,us,2,topo,,
1100,1348,4328338.094,988023.702,2410.627,tr,7/12/2023,us,2,topo,,
1101,1349,4328337.91,988023.667,2410.607,tr,7/12/2023,us,2,topo,,
1102,1350,4328337.724,988023.612,2410.602,tr,7/12/2023,us,2,topo,,
1103,1351,4328337.518,988023.578,2410.602,tr,7/12/2023,us,2,topo,,
1104,1352,4328337.316,988023.513,2410.587,tr,7/12/2023,us,2,topo,,
1105,1353,4328337.149,988023.436,2410.59,tr,7/12/2023,us,2,topo,,
1106,1354,4328336.921,988023.365,2410.578,tr,7/12/2023,us,2,topo,,
1107,1355,4328336.762,988023.32,2410.575,tr,7/12/2023,us,2,topo,,
1108,1356,4328336.572,988023.296,2410.566,tr,7/12/2023,us,2,topo,,
1109,1357,4328336.353,988023.258,2410.558,tr,7/12/2023,us,2,topo,,
1110,1358,4328336.159,988023.198,2410.552,tr,7/12/2023,us,2,topo,,
1111,1359,4328335.977,988023.119,2410.547,tr,7/12/2023,us,2,topo,,
1112,1360,4328335.772,988023.052,2410.531,tr,7/12/2023,us,2,topo,,
1113,1361,4328335.55,988023.034,2410.513,tr,7/12/2023,us,2,topo,,
1114,1362,4328335.358,988022.988,2410.51,tr,7/12/2023,us,2,topo,,
1115,1363,4328335.172,988022.941,2410.505,tr,7/12/2023,us,2,topo,,
1116,1364,4328335,988022.899,2410.491,tr,7/12/2023,us,2,topo,,
1117,1365,4328334.792,988022.832,2410.502,tr,7/12/2023,us,2,topo,,
1118,1366,4328334.626,988022.776,2410.512,tr,7/12/2023,us,2,topo,,
1119,1367,4328334.395,988022.725,2410.514,tr,7/12/2023,us,2,topo,,
1120,1368,4328334.199,988022.674,2410.507,tr,7/12/2023,us,2,topo,,
1121,1369,4328334.028,988022.622,2410.502,tr,7/12/2023,us,2,topo,,
1122,1370,4328333.813,988022.562,2410.504,tr,7/12/2023,us,2,topo,,
1123,1371,4328333.622,988022.516,2410.495,tr,7/12/2023,us,2,topo,,
1124,1372,4328333.451,988022.424,2410.508,tr,7/12/2023,us,2,topo,,
1125,1373,4328333.246,988022.39,2410.538,tr,7/12/2023,us,2,topo,,
1126,1374,4328333.054,988022.341,2410.586,tr,7/12/2023,us,2,topo,,
1127,1375,4328332.879,988022.27,2410.577,tr,7/12/2023,us,2,topo,,
1128,1376,4328332.684,988022.23,2410.55,tr,7/12/2023,us,2,topo,,
1129,1377,4328332.478,988022.192,2410.565,tr,7/12/2023,us,2,topo,,
1130,1378,4328332.27,988022.137,2410.563,tr,7/12/2023,us,2,topo,,
1131,1379,4328332.099,988022.077,2410.58,tr,7/12/2023,us,2,topo,,
1132,1380,4328331.883,988022.055,2410.579,tr,7/12/2023,us,2,topo,,
1133,1381,4328331.691,988022.017,2410.608,tr,7/12/2023,us,2,topo,,
1134,1382,4328331.501,988021.939,2410.631,tr,7/12/2023,us,2,topo,,
1135,1383,4328331.337,988021.854,2410.623,tr,7/12/2023,us,2,topo,,
1136,1384,4328331.131,988021.808,2410.638,tr,7/12/2023,us,2,topo,,
1137,1385,4328330.929,988021.772,2410.652,tr,7/12/2023,us,2,topo,,
1138,1386,4328330.723,988021.714,2410.643,tr,7/12/2023,us,2,topo,,
1139,1387,4328330.546,988021.69,2410.654,tr,7/12/2023,us,2,topo,,
1140,1388,4328330.366,988021.615,2410.654,tr,7/12/2023,us,2,topo,,
1141,1389,4328330.151,988021.567,2410.672,tr,7/12/2023,us,2,topo,,
1142,1390,4328329.966,988021.489,2410.671,tr,7/12/2023,us,2,topo,,
1143,1391,4328329.769,988021.418,2410.657,tr,7/12/2023,us,2,topo,,
1144,1392,4328329.569,988021.377,2410.659,tr,7/12/2023,us,2,topo,,
1145,1393,4328329.374,988021.34,2410.648,tr,7/12/2023,us,2,topo,,
1146,1394,4328329.202,988021.295,2410.648,tr,7/12/2023,us,2,topo,,
1147,1395,4328328.996,988021.205,2410.645,tr,7/12/2023,us,2,topo,,
1148,1396,4328328.803,988021.168,2410.646,tr,7/12/2023,us,2,topo,,
1149,1397,4328328.616,988021.139,2410.632,tr,7/12/2023,us,2,topo,,
1150,1398,4328328.422,988021.069,2410.628,tr,7/12/2023,us,2,topo,,
1151,1399,4328328.208,988021.025,2410.63,tr,7/12/2023,us,2,topo,,
1152,1400,4328328.02,988020.983,2410.632,tr,7/12/2023,us,2,topo,,
1153,1401,4328327.82,988020.924,2410.628,tr,7/12/2023,us,2,topo,,
1154,1402,4328327.642,988020.893,2410.601,tr,7/12/2023,us,2,topo,,
1155,1403,4328327.442,988020.832,2410.563,tr,7/12/2023,us,2,topo,,
1156,1404,4328327.261,988020.759,2410.513,tr,7/12/2023,us,2,topo,,
1157,1405,4328327.041,988020.711,2410.502,tr,7/12/2023,us,2,topo,,
1158,1406,4328326.865,988020.661,2410.472,tr,7/12/2023,us,2,topo,,
1159,1407,4328326.662,988020.642,2410.51,tr,7/12/2023,us,2,topo,,
1160,1408,4328326.461,988020.595,2410.514,tr,7/12/2023,us,2,topo,,
1161,1409,4328326.284,988020.519,2410.477,tr,7/12/2023,us,2,topo,,
1162,1410,4328326.075,988020.476,2410.401,tr,7/12/2023,us,2,topo,,
1163,1411,4328325.893,988020.449,2410.362,tr,7/12/2023,us,2,topo,,
1164,1412,4328325.702,988020.368,2410.34,tr,7/12/2023,us,2,topo,,
1165,1413,4328325.493,988020.397,2410.265,tr,7/12/2023,us,2,topo,,
1166,1414,4328325.325,988020.328,2410.253,tr,7/12/2023,us,2,topo,,
1167,1415,4328325.122,988020.227,2410.34,tr,7/12/2023,us,2,topo,,
1168,1416,4328324.923,988020.167,2410.292,tr,7/12/2023,us,2,topo,,
1169,1417,4328324.885,988020.135,2410.129,tr,7/12/2023,us,2,topo,,
1170,1418,4328324.72,988020.093,2410.173,tr,7/12/2023,us,2,topo,,
1171,1419,4328324.558,988020.04,2410.186,tr,7/12/2023,us,2,topo,,
1172,1420,4328324.325,988019.975,2410.2,tr,7/12/2023,us,2,topo,,
1173,1421,4328324.117,988019.945,2410.17,tr,7/12/2023,us,2,topo,,
1174,1422,4328323.928,988019.929,2410.183,tr,7/12/2023,us,2,topo,,
1175,1423,4328323.719,988019.908,2410.287,tr,7/12/2023,us,2,topo,,
1176,1424,4328323.555,988019.812,2410.396,tr,7/12/2023,us,2,topo,,
1177,1425,4328323.354,988019.753,2410.572,tr,7/12/2023,us,2,topo,,
1178,1426,4328323.194,988019.707,2410.474,tr,7/12/2023,us,2,topo,,
1179,1427,4328322.981,988019.629,2410.602,tr,7/12/2023,us,2,topo,,
1180,1428,4328322.778,988019.579,2410.6,tr,7/12/2023,us,2,topo,,
1181,1429,4328322.649,988019.492,2410.659,tr,7/12/2023,us,2,topo,,
1182,1430,4328322.646,988019.567,2411.091,tr,7/12/2023,us,2,topo,,
1183,1431,4328322.408,988019.465,2411.309,tr,7/12/2023,us,2,topo,,
1184,1432,4328322.214,988019.447,2411.239,tr,7/12/2023,us,2,topo,,
1185,1433,4328322.021,988019.415,2411.245,tr,7/12/2023,us,2,topo,,
1186,1434,4328354.921,988082.985,2410.947,tr,7/12/2023,us,3,topo,,
1187,1435,4328354.682,988082.99,2410.795,tr,7/12/2023,us,3,topo,,
1188,1436,4328354.536,988082.96,2410.638,tr,7/12/2023,us,3,topo,,
1189,1437,4328354.243,988082.962,2410.611,tr,7/12/2023,us,3,topo,,
1190,1438,4328354.052,988082.959,2410.566,tr,7/12/2023,us,3,topo,,
1191,1439,4328353.887,988082.941,2410.514,tr,7/12/2023,us,3,topo,,
1192,1440,4328353.661,988082.908,2410.434,tr,7/12/2023,us,3,topo,,
1193,1441,4328353.447,988082.929,2410.357,tr,7/12/2023,us,3,topo,,
1194,1442,4328353.253,988082.949,2410.279,tr,7/12/2023,us,3,topo,,
1195,1443,4328353.071,988082.944,2410.205,tr,7/12/2023,us,3,topo,,
1196,1444,4328352.847,988082.928,2410.137,tr,7/12/2023,us,3,topo,,
1197,1445,4328352.634,988082.909,2410.08,tr,7/12/2023,us,3,topo,,
1198,1446,4328352.439,988082.925,2409.98,tr,7/12/2023,us,3,topo,,
1199,1447,4328352.264,988082.929,2409.913,tr,7/12/2023,us,3,topo,,
1200,1448,4328352.048,988082.93,2409.876,tr,7/12/2023,us,3,topo,,
1201,1449,4328351.868,988082.857,2409.826,tr,7/12/2023,us,3,topo,,
1202,1450,4328351.669,988082.891,2409.841,tr,7/12/2023,us,3,topo,,
1203,1451,4328351.474,988082.834,2409.87,tr,7/12/2023,us,3,topo,,
1204,1452,4328351.273,988082.882,2409.911,tr,7/12/2023,us,3,topo,,
1205,1453,4328351.074,988082.888,2409.933,tr,7/12/2023,us,3,topo,,
1206,1454,4328350.83,988082.932,2409.998,tr,7/12/2023,us,3,topo,,
1207,1455,4328350.662,988082.96,2410.007,tr,7/12/2023,us,3,topo,,
1208,1456,4328350.476,988082.88,2410.032,tr,7/12/2023,us,3,topo,,
1209,1457,4328350.232,988082.823,2410.083,tr,7/12/2023,us,3,topo,,
1210,1458,4328350.034,988082.817,2410.102,tr,7/12/2023,us,3,topo,,
1211,1459,4328349.87,988082.792,2410.124,tr,7/12/2023,us,3,topo,,
1212,1460,4328349.701,988082.8,2410.148,tr,7/12/2023,us,3,topo,,
1213,1461,4328349.457,988082.85,2410.196,tr,7/12/2023,us,3,topo,,
1214,1462,4328349.259,988082.855,2410.22,tr,7/12/2023,us,3,topo,,
1215,1463,4328349.059,988082.888,2410.239,tr,7/12/2023,us,3,topo,,
1216,1464,4328348.858,988082.875,2410.252,tr,7/12/2023,us,3,topo,,
1217,1465,4328348.645,988082.904,2410.3,tr,7/12/2023,us,3,topo,,
1218,1466,4328348.435,988082.95,2410.306,tr,7/12/2023,us,3,topo,,
1219,1467,4328348.236,988082.939,2410.311,tr,7/12/2023,us,3,topo,,
1220,1468,4328348.036,988082.993,2410.328,tr,7/12/2023,us,3,topo,,
1221,1469,4328347.868,988082.907,2410.327,tr,7/12/2023,us,3,topo,,
1222,1470,4328347.652,988082.754,2410.313,tr,7/12/2023,us,3,topo,,
1223,1471,4328347.452,988082.748,2410.301,tr,7/12/2023,us,3,topo,,
1224,1472,4328347.242,988082.718,2410.288,tr,7/12/2023,us,3,topo,,
1225,1473,4328347.026,988082.717,2410.286,tr,7/12/2023,us,3,topo,,
1226,1474,4328346.865,988082.723,2410.274,tr,7/12/2023,us,3,topo,,
1227,1475,4328346.645,988082.718,2410.263,tr,7/12/2023,us,3,topo,,
1228,1476,4328346.429,988082.654,2410.302,tr,7/12/2023,us,3,topo,,
1229,1477,4328346.235,988082.69,2410.308,tr,7/12/2023,us,3,topo,,
1230,1478,4328346.048,988082.72,2410.349,tr,7/12/2023,us,3,topo,,
1231,1479,4328345.843,988082.692,2410.312,tr,7/12/2023,us,3,topo,,
1232,1480,4328345.631,988082.781,2410.307,tr,7/12/2023,us,3,topo,,
1233,1481,4328345.434,988082.803,2410.326,tr,7/12/2023,us,3,topo,,
1234,1482,4328345.23,988082.753,2410.337,tr,7/12/2023,us,3,topo,,
1235,1483,4328345.042,988082.755,2410.373,tr,7/12/2023,us,3,topo,,
1236,1484,4328344.845,988082.778,2410.303,tr,7/12/2023,us,3,topo,,
1237,1485,4328344.631,988082.731,2410.339,tr,7/12/2023,us,3,topo,,
1238,1486,4328344.436,988082.625,2410.321,tr,7/12/2023,us,3,topo,,
1239,1487,4328344.254,988082.676,2410.313,tr,7/12/2023,us,3,topo,,
1240,1488,4328344.02,988082.68,2410.259,tr,7/12/2023,us,3,topo,,
1241,1489,4328343.842,988082.677,2410.205,tr,7/12/2023,us,3,topo,,
1242,1490,4328343.655,988082.69,2410.146,tr,7/12/2023,us,3,topo,,
1243,1491,4328343.439,988082.695,2410.09,tr,7/12/2023,us,3,topo,,
1244,1492,4328343.243,988082.652,2410.055,tr,7/12/2023,us,3,topo,,
1245,1493,4328343.026,988082.651,2410.086,tr,7/12/2023,us,3,topo,,
1246,1494,4328342.827,988082.654,2410.072,tr,7/12/2023,us,3,topo,,
1247,1495,4328342.636,988082.677,2410.066,tr,7/12/2023,us,3,topo,,
1248,1496,4328342.433,988082.658,2410.11,tr,7/12/2023,us,3,topo,,
1249,1497,4328342.247,988082.652,2410.084,tr,7/12/2023,us,3,topo,,
1250,1498,4328342.014,988082.715,2410.24,tr,7/12/2023,us,3,topo,,
1251,1499,4328341.833,988082.696,2410.286,tr,7/12/2023,us,3,topo,,
1252,1500,4328341.651,988082.606,2410.32,tr,7/12/2023,us,3,topo,,
1253,1501,4328341.427,988082.714,2410.34,tr,7/12/2023,us,3,topo,,
1254,1502,4328341.243,988082.704,2410.364,tr,7/12/2023,us,3,topo,,
1255,1503,4328341.038,988082.615,2410.384,tr,7/12/2023,us,3,topo,,
1256,1504,4328340.829,988082.614,2410.364,tr,7/12/2023,us,3,topo,,
1257,1505,4328340.621,988082.636,2410.357,tr,7/12/2023,us,3,topo,,
1258,1506,4328340.449,988082.627,2410.374,tr,7/12/2023,us,3,topo,,
1259,1507,4328340.234,988082.638,2410.356,tr,7/12/2023,us,3,topo,,
1260,1508,4328340.043,988082.603,2410.36,tr,7/12/2023,us,3,topo,,
1261,1509,4328339.87,988082.626,2410.378,tr,7/12/2023,us,3,topo,,
1262,1510,4328339.635,988082.593,2410.39,tr,7/12/2023,us,3,topo,,
1263,1511,4328339.446,988082.615,2410.388,tr,7/12/2023,us,3,topo,,
1264,1512,4328339.213,988082.682,2410.399,tr,7/12/2023,us,3,topo,,
1265,1513,4328338.991,988082.741,2410.405,tr,7/12/2023,us,3,topo,,
1266,1514,4328338.84,988082.705,2410.404,tr,7/12/2023,us,3,topo,,
1267,1515,4328338.619,988082.6,2410.39,tr,7/12/2023,us,3,topo,,
1268,1516,4328338.43,988082.556,2410.395,tr,7/12/2023,us,3,topo,,
1269,1517,4328338.226,988082.523,2410.41,tr,7/12/2023,us,3,topo,,
1270,1518,4328338.023,988082.509,2410.414,tr,7/12/2023,us,3,topo,,
1271,1519,4328337.83,988082.502,2410.404,tr,7/12/2023,us,3,topo,,
1272,1520,4328337.631,988082.484,2410.404,tr,7/12/2023,us,3,topo,,
1273,1521,4328337.417,988082.503,2410.399,tr,7/12/2023,us,3,topo,,
1274,1522,4328337.118,988082.494,2410.392,tr,7/12/2023,us,3,topo,,
1275,1523,4328337.236,988082.45,2410.389,tr,7/12/2023,us,3,topo,,
1276,1524,4328337.027,988082.484,2410.394,tr,7/12/2023,us,3,topo,,
1277,1525,4328336.824,988082.439,2410.394,tr,7/12/2023,us,3,topo,,
1278,1526,4328336.626,988082.409,2410.404,tr,7/12/2023,us,3,topo,,
1279,1527,4328336.417,988082.42,2410.38,tr,7/12/2023,us,3,topo,,
1280,1528,4328336.214,988082.464,2410.392,tr,7/12/2023,us,3,topo,,
1281,1529,4328336.018,988082.435,2410.397,tr,7/12/2023,us,3,topo,,
1282,1530,4328335.831,988082.383,2410.399,tr,7/12/2023,us,3,topo,,
1283,1531,4328335.646,988082.419,2410.4,tr,7/12/2023,us,3,topo,,
1284,1532,4328335.419,988082.406,2410.408,tr,7/12/2023,us,3,topo,,
1285,1533,4328335.244,988082.419,2410.4,tr,7/12/2023,us,3,topo,,
1286,1534,4328335.035,988082.401,2410.431,tr,7/12/2023,us,3,topo,,
1287,1535,4328334.826,988082.418,2410.459,tr,7/12/2023,us,3,topo,,
1288,1536,4328334.612,988082.404,2410.47,tr,7/12/2023,us,3,topo,,
1289,1537,4328334.423,988082.393,2410.465,tr,7/12/2023,us,3,topo,,
1290,1538,4328334.204,988082.342,2410.447,tr,7/12/2023,us,3,topo,,
1291,1539,4328334.01,988082.32,2410.485,tr,7/12/2023,us,3,topo,,
1292,1540,4328333.818,988082.347,2410.503,tr,7/12/2023,us,3,topo,,
1293,1541,4328333.631,988082.308,2410.501,tr,7/12/2023,us,3,topo,,
1294,1542,4328333.418,988082.338,2410.473,tr,7/12/2023,us,3,topo,,
1295,1543,4328333.25,988082.315,2410.448,tr,7/12/2023,us,3,topo,,
1296,1544,4328333.009,988082.401,2410.448,tr,7/12/2023,us,3,topo,,
1297,1545,4328332.81,988082.413,2410.414,tr,7/12/2023,us,3,topo,,
1298,1546,4328332.611,988082.45,2410.393,tr,7/12/2023,us,3,topo,,
1299,1547,4328332.415,988082.478,2410.322,tr,7/12/2023,us,3,topo,,
1300,1548,4328332.209,988082.445,2410.315,tr,7/12/2023,us,3,topo,,
1301,1549,4328331.996,988082.42,2410.292,tr,7/12/2023,us,3,topo,,
1302,1550,4328331.799,988082.455,2410.263,tr,7/12/2023,us,3,topo,,
1303,1551,4328331.603,988082.351,2410.32,tr,7/12/2023,us,3,topo,,
1304,1552,4328331.406,988082.339,2410.325,tr,7/12/2023,us,3,topo,,
1305,1553,4328331.223,988082.295,2410.351,tr,7/12/2023,us,3,topo,,
1306,1554,4328331.008,988082.274,2410.402,tr,7/12/2023,us,3,topo,,
1307,1555,4328330.817,988082.311,2410.4,tr,7/12/2023,us,3,topo,,
1308,1556,4328330.599,988082.301,2410.398,tr,7/12/2023,us,3,topo,,
1309,1557,4328330.405,988082.209,2410.37,tr,7/12/2023,us,3,topo,,
1310,1558,4328330.218,988082.181,2410.364,tr,7/12/2023,us,3,topo,,
1311,1559,4328329.987,988082.195,2410.337,tr,7/12/2023,us,3,topo,,
1312,1560,4328329.814,988082.213,2410.36,tr,7/12/2023,us,3,topo,,
1313,1561,4328329.584,988082.289,2410.39,tr,7/12/2023,us,3,topo,,
1314,1562,4328329.402,988082.293,2410.359,tr,7/12/2023,us,3,topo,,
1315,1563,4328329.197,988082.229,2410.328,tr,7/12/2023,us,3,topo,,
1316,1564,4328328.988,988082.209,2410.392,tr,7/12/2023,us,3,topo,,
1317,1565,4328328.807,988082.177,2410.399,tr,7/12/2023,us,3,topo,,
1318,1566,4328328.624,988082.184,2410.421,tr,7/12/2023,us,3,topo,,
1319,1567,4328328.412,988082.196,2410.442,tr,7/12/2023,us,3,topo,,
1320,1568,4328328.24,988082.189,2410.454,tr,7/12/2023,us,3,topo,,
1321,1569,4328328.006,988082.164,2410.5,tr,7/12/2023,us,3,topo,,
1322,1570,4328327.809,988082.192,2410.545,tr,7/12/2023,us,3,topo,,
1323,1571,4328327.605,988082.167,2410.567,tr,7/12/2023,us,3,topo,,
1324,1572,4328327.394,988082.162,2410.601,tr,7/12/2023,us,3,topo,,
1325,1573,4328327.199,988082.109,2410.607,tr,7/12/2023,us,3,topo,,
1326,1574,4328326.988,988082.101,2410.667,tr,7/12/2023,us,3,topo,,
1327,1575,4328326.828,988082.076,2410.716,tr,7/12/2023,us,3,topo,,
1328,1576,4328326.621,988081.99,2410.751,tr,7/12/2023,us,3,topo,,
1329,1577,4328326.408,988082.092,2410.75,tr,7/12/2023,us,3,topo,,
1330,1578,4328326.204,988082.194,2410.744,tr,7/12/2023,us,3,topo,,
1331,1579,4328326.014,988082.169,2410.749,tr,7/12/2023,us,3,topo,,
1332,1580,4328325.804,988082.146,2410.748,tr,7/12/2023,us,3,topo,,
1333,1581,4328325.602,988082.158,2410.752,tr,7/12/2023,us,3,topo,,
1334,1582,4328325.385,988082.154,2410.747,tr,7/12/2023,us,3,topo,,
1335,1583,4328325.213,988082.039,2410.753,tr,7/12/2023,us,3,topo,,
1336,1584,4328324.998,988082.005,2410.752,tr,7/12/2023,us,3,topo,,
1337,1585,4328324.802,988082.048,2410.741,tr,7/12/2023,us,3,topo,,
1338,1586,4328324.61,988082.041,2410.739,tr,7/12/2023,us,3,topo,,
1339,1587,4328324.404,988082.041,2410.734,tr,7/12/2023,us,3,topo,,
1340,1588,4328324.184,988082.065,2410.704,tr,7/12/2023,us,3,topo,,
1341,1589,4328323.992,988082.026,2410.708,tr,7/12/2023,us,3,topo,,
1342,1590,4328323.798,988082.042,2410.704,tr,7/12/2023,us,3,topo,,
1343,1591,4328323.575,988082.078,2410.691,tr,7/12/2023,us,3,topo,,
1344,1592,4328323.401,988082.149,2410.678,tr,7/12/2023,us,3,topo,,
1345,1593,4328323.207,988082.156,2410.675,tr,7/12/2023,us,3,topo,,
1346,1594,4328322.992,988082.145,2410.649,tr,7/12/2023,us,3,topo,,
1347,1595,4328322.907,988082.025,2410.625,tr,7/12/2023,us,3,topo,,
1348,1596,4328322.8,988082.045,2410.622,tr,7/12/2023,us,3,topo,,
1349,1597,4328322.575,988082.067,2410.577,tr,7/12/2023,us,3,topo,,
1350,1598,4328322.399,988082.106,2410.547,tr,7/12/2023,us,3,topo,,
1351,1599,4328322.194,988082.085,2410.559,tr,7/12/2023,us,3,topo,,
1352,1600,4328321.989,988082.041,2410.593,tr,7/12/2023,us,3,topo,,
1353,1601,4328321.817,988082,2410.565,tr,7/12/2023,us,3,topo,,
1354,1602,4328321.618,988082.014,2410.592,tr,7/12/2023,us,3,topo,,
1355,1603,4328321.402,988082.066,2410.574,tr,7/12/2023,us,3,topo,,
1356,1604,4328321.186,988082.081,2410.556,tr,7/12/2023,us,3,topo,,
1357,1605,4328320.985,988082.084,2410.552,tr,7/12/2023,us,3,topo,,
1358,1606,4328320.774,988082.1,2410.536,tr,7/12/2023,us,3,topo,,
1359,1607,4328320.608,988082.081,2410.515,tr,7/12/2023,us,3,topo,,
1360,1608,4328320.381,988082.155,2410.533,tr,7/12/2023,us,3,topo,,
1361,1609,4328320.166,988082.092,2410.54,tr,7/12/2023,us,3,topo,,
1362,1610,4328319.977,988081.916,2410.528,tr,7/12/2023,us,3,topo,,
1363,1611,4328319.809,988081.927,2410.527,tr,7/12/2023,us,3,topo,,
